,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Estonia,,233,B,202348.00,59.00,11.00,12.00,7.00,13.00,,,3.00,,1.00,13.00,641.00,,59.00,65.00,1486.00,,1.00,11.00,1.00,11883.00,109.00,1.00,,,,1.00,,2.00,0.00,58.00,,,72.00,,,,4.00,2.00,106.00,,1.00,,,7.00,187.00,1.00,,12.00,,4.00,,2.00,1.00,12.00,18.00,,12.00,62.00,6.00,2.00,125.00,,,1.00,7.00,38.00,2.00,,,,4.00,1.00,,,2227.00,197.00,,,,,1485.00,1271.00,6.00,1.00,23.00,,,,,7.00,,,2.00,,1.00,1.00,92.00,20.00,103.00,6.00,26.00,9.00,136.00,0.00,46.00,274.00,2.00,51.00,4.00,3803.00,2.00,1.00,6.00,551.00,,3955.00,9.00,,,4.00,1.00,1861.00,13.00,1.00,,2.00,,,,,,2.00,2.00,,26.00,,1.00,49.00,,,14.00,2.00,,1.00,,19.00,120.00,,10.00,1.00,,13.00,,,139.00,,30.00,,,1.00,,14.00,16.00,556.00,40.00,,1.00,18.00,821.00,1.00,59.00,143677.00,1.00,,1.00,,,,,,,1.00,2.00,12.00,,,3.00,,14.00,7.00,,2.00,21.00,,152.00,8.00,1.00,4.00,1.00,,419.00,39.00,6.00,374.00,14.00,4.00,,,,1.00,2.00,7.00,81.00,332.00,,,2.00,21683.00,7.00,487.00,4.00,579.00,,4.00,1090.00,,7.00,10.00,,,1.00,1.00,6.00
143,Faeroe Islands,,234,B,5517.00,48.00,267.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,,,14.00,,,,,,13.00,,,,,,32.00,,,29.00,,,,,,20.00,,,,,,,3557.00,,,,,,,,,,37.00,,,,,,,,,,,22.00,18.00,,,152.00,,,,,,,,,,,,242.00,64.00,10.00,,,,,,,,,,,15.00,,,,,,,,,,,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.00,,,,,,,15.00,130.00,68.00,,,,53.00,,,61.00,30.00,,,,,,,,,,,,52.00,,,,,,,,,20.00,,,,,,,,76.00,,,,114.00,,,,,,,13.00,,,,,,,,100.00,,41.00,,,,,,,,,,,
144,Finland,(15),246,B,315881.00,747.00,187.00,4810.00,382.00,1009.00,,1.00,553.00,,1.00,462.00,117.00,3.00,1358.00,731.00,148.00,10.00,23.00,2339.00,13.00,384.00,722.00,3.00,22.00,4.00,4.00,183.00,,832.00,18.00,1540.00,,1.00,2271.00,14.00,61.00,13.00,331.00,906.00,1989.00,0.00,3.00,10.00,,552.00,11550.00,,,1258.00,4.00,155.00,,77.00,160.00,257.00,552.00,,208.00,245.00,3.00,1775.00,1208.00,8.00,6.00,200.00,243.00,1297.00,75.00,16.00,168.00,51279.00,2366.00,,,12.00,,2917.00,,1.00,13.00,765.00,79.00,8246.00,1609.00,,1353.00,,1.00,,,97.00,101.00,8.00,25.00,13.00,1.00,73.00,2667.00,190.00,6396.00,558.00,6925.00,12044.00,721.00,,957.00,2840.00,92.00,1622.00,329.00,303.00,1556.00,0.00,152.00,57.00,47.00,1939.00,673.00,0.00,136.00,232.00,0.00,1210.00,118.00,17.00,32.00,522.00,3.00,10.00,45.00,,,21.00,55.00,,908.00,,10.00,62.00,5.00,,2480.00,81.00,1499.00,110.00,,2691.00,1808.00,,257.00,127.00,29.00,2497.00,,,2109.00,13.00,2505.00,,27.00,12.00,27.00,612.00,3545.00,4931.00,618.00,,19.00,677.00,177.00,,2976.00,14360.00,522.00,0.00,0.00,5.00,0.00,3.00,4.00,1.00,0.00,383.00,204.00,168.00,9.00,158.00,234.00,,214.00,53.00,6.00,12490.00,1005.00,,3052.00,1158.00,57.00,1097.00,1.00,17.00,41265.00,1309.00,1039.00,56.00,11296.00,8763.00,,87.00,,3.00,45.00,810.00,7860.00,27.00,,3.00,226.00,1822.00,156.00,6898.00,645.00,5819.00,,122.00,145.00,1.00,235.00,7183.00,,,73.00,221.00,109.00
145,Iceland,,352,B,37522.00,,,10.00,41.00,35.00,,4.00,38.00,,,36.00,6.00,1.00,115.00,122.00,13.00,8.00,1.00,9.00,1.00,42.00,106.00,0.00,1.00,3.00,,15.00,,153.00,,132.00,,0.00,182.00,1.00,,35.00,1.00,6.00,285.00,,,,,71.00,564.00,,,191.00,,,,7.00,1.00,164.00,48.00,,4.00,180.00,,2.00,3333.00,5.00,1.00,32.00,32.00,28.00,15.00,7.00,11.00,134.00,76.00,339.00,,1.00,178.00,478.00,,,,10.00,22.00,1623.00,61.00,,37.00,86.00,,,,40.00,20.00,,20.00,16.00,,37.00,190.00,,303.00,126.00,62.00,60.00,104.00,,39.00,238.00,20.00,99.00,14.00,20.00,110.00,,3.00,1.00,,720.00,30.00,,3.00,4.00,,1489.00,144.00,1.00,3.00,35.00,,1.00,3.00,,,,5.00,,87.00,,1.00,22.00,,,166.00,26.00,1.00,39.00,0.00,101.00,274.00,,48.00,11.00,0.00,71.00,,,1030.00,,36.00,,5.00,4.00,5.00,74.00,1581.00,10440.00,534.00,0.00,2.00,0.00,18.00,,320.00,381.00,4.00,,,,,,,,,8.00,21.00,325.00,,14.00,20.00,,200.00,33.00,1.00,1.00,81.00,,443.00,167.00,,,0.00,,1939.00,142.00,35.00,2.00,1198.00,41.00,,6.00,,1.00,3.00,26.00,70.00,1.00,,,39.00,272.00,4.00,1271.00,31.00,2068.00,,8.00,10.00,,39.00,598.00,,,0.00,9.00,11.00
146,Ireland,,372,B,746260.00,,,148.00,297.00,588.00,,2.00,480.00,1.00,2.00,327.00,53.00,7.00,6601.00,784.00,50.00,27.00,82.00,3232.00,18.00,611.00,1638.00,2.00,34.00,57.00,7.00,17.00,,640.00,80.00,10292.00,1.00,16.00,1974.00,9.00,48.00,4.00,11.00,346.00,5323.00,25.00,8.00,10.00,,142.00,12683.00,1887.00,,,0.00,2519.00,,11.00,133.00,506.00,83.00,,288.00,6081.00,131.00,52.00,980.00,1.00,1.00,10.00,39.00,532.00,27.00,0.00,38.00,2744.00,154.00,3.00,4.00,14.00,966.00,11147.00,,1.00,4.00,57.00,255.00,14368.00,504.00,39.00,636.00,1.00,14.00,,,125.00,50.00,1.00,29.00,4.00,,12.00,8206.00,38.00,19764.00,128.00,445.00,453.00,,,220.00,7910.00,120.00,529.00,111.00,259.00,482.00,0.00,201.00,32.00,34.00,22126.00,133.00,39.00,107.00,439.00,2.00,38572.00,156.00,12.00,76.00,4186.00,2.00,29.00,372.00,0.00,,8.00,3231.00,,305.00,0.00,7.00,318.00,0.00,1.00,274.00,39.00,64.00,38.00,,136.00,4980.00,7.00,2271.00,16.00,129.00,21894.00,,,305.00,49.00,9219.00,,16.00,13.00,27.00,127.00,15312.00,127507.00,2486.00,,35.00,193.00,3787.00,,19919.00,6570.00,80.00,7.00,2.00,7.00,0.00,2.00,13.00,0.00,,429.00,22.00,0.00,11.00,196.00,216.00,,11838.00,210.00,2.00,531.00,8983.00,,7751.00,238.00,67.00,588.00,12.00,21.00,1868.00,553.00,114.00,21.00,535.00,655.00,3.00,114.00,,1.00,111.00,100.00,489.00,4.00,1.00,,149.00,4564.00,201.00,254761.00,125.00,30690.00,,55.00,92.00,1.00,128.00,635.00,,1.00,31.00,340.00,3098.00
147,Isle of Man,,833,B,45221.00,1422.00,733.00,,,,,,,,,,,,371.00,,,,,,,,,,,,,,,,,,,,,,,,,,206.00,,,,263.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2202.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.00,,,,,,,,,,,,,,,,,,,,,,,,,,,39052.00,,276.00,,,,,,,,,,,
148,Latvia,,428,B,263126.00,,,20.00,5.00,14.00,,0.00,1.00,0.00,0.00,18.00,773.00,0.00,139.00,119.00,2040.00,,0.00,6.00,0.00,45962.00,97.00,,0.00,,,,,5.00,,31.00,,,451.00,,0.00,0.00,0.00,1.00,124.00,,0.00,,,4.00,192.00,,,8.00,,0.00,,0.00,1.00,5.00,47.00,,18.00,208.00,11.00,,241.00,,,0.00,0.00,35.00,,,0.00,2886.00,,,,,232.00,277.00,,,,0.00,1353.00,2597.00,,,28.00,0.00,,,,0.00,,,,,,,204.00,33.00,85.00,2.00,31.00,9.00,638.00,,98.00,265.00,0.00,12.00,5.00,5919.00,2.00,,2.00,827.00,,,40.00,,,5.00,0.00,16964.00,10.00,0.00,0.00,3.00,,0.00,8.00,,,,0.00,,37.00,,,107.00,,,9.00,0.00,,,,11.00,112.00,,11.00,0.00,,10.00,,,161.00,,29.00,0.00,0.00,,0.00,6.00,4.00,1034.00,43.00,,0.00,31.00,1710.00,,260.00,137224.00,0.00,,,,,,,,,1.00,,5.00,,0.00,4.00,,46.00,9.00,,4.00,10.00,1.00,164.00,33.00,0.00,0.00,,,376.00,76.00,16.00,561.00,10.00,,,0.00,,,1.00,1.00,88.00,598.00,,,1.00,33493.00,7.00,1148.00,0.00,597.00,,1.00,1925.00,,29.00,8.00,,,0.00,,3.00
149,Lithuania,,440,B,136036.00,122.00,215.00,21.00,,,,,,,,57.00,574.00,,38.00,51.00,873.00,,,,,35005.00,174.00,,,,,,,,,60.00,,,71.00,,,,,,31.00,,,,,,51.00,,,,,,,,,,,,28.00,80.00,,,300.00,,,,,48.00,,,,811.00,,,,,86.00,284.00,,,,,612.00,1512.00,,,49.00,,,,,,,,,,,,98.00,46.00,,,70.00,,1240.00,,33.00,286.00,,24.00,,4541.00,,,,385.00,,5644.00,44.00,,,,,,,,,,,,,,,,,,,,,64.00,,,,,,,,,111.00,,,,,24.00,,,967.00,,54.00,,,,,,,2228.00,50.00,,,,601.00,,181.00,59466.00,,,,,,,,,,,,,,,,,29.00,,,,,,557.00,,,,,,260.00,43.00,,332.00,,,,,,,,,64.00,245.00,,,,12248.00,23.00,3301.00,,609.00,,22.00,959.00,,,34.00,,,,,
150,Norway,(16),578,B,741813.00,701.00,9864.00,13238.00,972.00,1215.00,,,486.00,,,1086.00,305.00,,2176.00,1588.00,511.00,20.00,31.00,1000.00,22.00,996.00,1672.00,,28.00,,368.00,531.00,,13343.00,119.00,5176.00,,33.00,5739.00,32.00,1030.00,392.00,404.00,686.00,3032.00,,,23.00,,6631.00,11203.00,1018.00,86.00,5693.00,,2168.00,,278.00,327.00,3409.00,966.00,,192.00,2148.00,40.00,246.00,25260.00,54.00,,796.00,758.00,1079.00,203.00,,14821.00,5096.00,7742.00,884.00,,41.00,6825.00,6286.00,,,,1159.00,315.00,28212.00,1897.00,,2270.00,291.00,,,,446.00,266.00,55.00,87.00,41.00,,116.00,3940.00,8274.00,11970.00,1532.00,16185.00,22160.00,1107.00,,820.00,3971.00,158.00,1395.00,414.00,896.00,1950.00,,396.00,190.00,100.00,9647.00,1862.00,,935.00,531.00,23.00,35941.00,135.00,474.00,117.00,819.00,,50.00,95.00,,,58.00,187.00,,1226.00,,,141.00,405.00,,5544.00,189.00,3136.00,84.00,,1558.00,8654.00,,633.00,190.00,50.00,1749.00,,,,55.00,19393.00,,60.00,,151.00,1485.00,20593.00,91213.00,2925.00,29.00,61.00,7483.00,770.00,,12087.00,17200.00,620.00,,,,,,,,,602.00,250.00,4099.00,,517.00,754.00,,3840.00,377.00,,27042.00,1453.00,178.00,6145.00,9275.00,3342.00,3125.00,39.00,,49216.00,2198.00,5473.00,103.00,18049.00,2477.00,,113.00,,,349.00,1007.00,11192.00,75.00,,,1124.00,4236.00,407.00,19339.00,922.00,17461.00,,235.00,477.00,,1067.00,13798.00,,41.00,349.00,538.00,289.00
151,Sweden,,752,B,1639771.00,93559.00,1261.00,29085.00,2161.00,3004.00,,,758.00,,,3184.00,2520.00,,3944.00,5936.00,2882.00,29.00,88.00,7310.00,112.00,2785.00,2422.00,,89.00,,26.00,4485.00,,58583.00,108.00,7090.00,,,8513.00,84.00,2934.00,380.00,595.00,1410.00,3611.00,,109.00,66.00,,28853.00,30743.00,601.00,,11973.00,,816.00,,424.00,949.00,7615.00,2712.00,,719.00,1738.00,84.00,3161.00,43331.00,304.00,42.00,723.00,2406.00,5934.00,2948.00,43.00,22320.00,10499.00,16509.00,,,62.00,162067.00,9208.00,,,24.00,4834.00,1275.00,50473.00,2614.00,,15518.00,,41.00,,,828.00,517.00,138.00,126.00,147.00,,377.00,16558.00,5454.00,22424.00,2425.00,69981.00,133118.00,2527.00,,2631.00,10242.00,350.00,3266.00,3755.00,1892.00,3616.00,,2117.00,961.00,511.00,6674.00,26279.00,56.00,963.00,2211.00,,10726.00,314.00,114.00,74.00,1561.00,21.00,137.00,168.00,,,64.00,189.00,,2486.00,,42.00,2409.00,853.00,,9233.00,333.00,1541.00,127.00,,901.00,10413.00,,1135.00,791.00,43.00,4455.00,,,43256.00,52.00,11436.00,,303.00,32.00,203.00,7565.00,12248.00,83542.00,3535.00,,139.00,10979.00,753.00,,25223.00,19457.00,551.00,,,35.00,,,24.00,,,3059.00,767.00,9295.00,69.00,825.00,752.00,,1519.00,1214.00,,59213.00,2440.00,,9709.00,7115.00,5269.00,3379.00,38.00,29.00,,3492.00,69199.00,308.00,38990.00,6216.00,,359.00,,34.00,299.00,4943.00,47188.00,238.00,,,4067.00,6982.00,1430.00,24950.00,1722.00,20011.00,,2221.00,3555.00,,1136.00,17004.00,,,1363.00,526.00,553.00
152,United Kingdom of Great Britain and Northern Ireland,,826,B,8543120.00,35976.00,13570.00,68256.00,14688.00,26826.00,,63.00,15712.00,583.00,3995.00,11339.00,1790.00,678.00,135786.00,21698.00,3126.00,2071.00,6261.00,230143.00,20271.00,4734.00,29142.00,1452.00,678.00,4602.00,463.00,4046.00,,8469.00,3513.00,56055.00,292.00,5731.00,51875.00,237.00,4820.00,1279.00,1304.00,11009.00,86415.00,914.00,171.00,371.00,19942.00,7673.00,182628.00,119990.00,,27691.00,154.00,9561.00,,777.00,8535.00,9029.00,2665.00,,84815.00,41605.00,18697.00,20971.00,24972.00,486.00,6851.00,1485.00,9422.00,33686.00,948.00,312.00,19031.00,9361.00,16654.00,427.00,968.00,6754.00,14325.00,149872.00,,86.00,393.00,12194.00,3388.00,322220.00,102837.00,11955.00,39700.00,59.00,10009.00,,,1049.00,2529.00,2572.00,23458.00,340.00,,683.00,56166.00,2225.00,776603.00,10344.00,91087.00,80939.00,503288.00,10589.00,19608.00,151790.00,172829.00,40127.00,6321.00,5432.00,151073.00,182.00,14054.00,1132.00,716.00,66046.00,17128.00,851.00,3844.00,17684.00,31.00,116861.00,2092.00,1121.00,17871.00,75182.00,402.00,411.00,31758.00,,,233.00,45123.00,,10502.00,,430.00,1821.00,1124.00,7828.00,23519.00,6368.00,13064.00,2649.00,30.00,54695.00,68489.00,121.00,67276.00,406.00,217.00,216268.00,,,18236.00,3432.00,540495.00,,769.00,1199.00,816.00,7787.00,139570.00,703050.00,98967.00,,2706.00,6767.00,3417.00,14.00,89402.00,42491.00,4781.00,2917.00,6067.00,9836.00,,8008.00,233.00,,1028.00,36148.00,2135.00,9008.00,3878.00,25281.00,45351.00,,67781.00,2298.00,364.00,110775.00,218732.00,,91179.00,138752.00,,19758.00,476.00,1596.00,35055.00,21458.00,9950.00,455.00,47389.00,3170.00,2008.00,1743.00,,298.00,25364.00,6606.00,100956.00,784.00,110.00,,65447.00,23414.00,12314.00,,38691.00,212150.00,134.00,1472.00,2864.00,168.00,9834.00,32429.00,,,19405.00,30897.00,132942.00
153,Southern Europe,,925,,15747685.00,26990.00,17291.00,13382.00,958395.00,79302.00,0.00,6395.00,156704.00,11.00,52.00,327287.00,25346.00,1.00,55150.00,43689.00,1895.00,174.00,129.00,118322.00,104.00,39052.00,99183.00,63.00,3004.00,8.00,37.00,170635.00,0.00,903048.00,52.00,336652.00,1.00,54.00,270568.00,12883.00,1247.00,68255.00,1439.00,17188.00,56769.00,0.00,829.00,704.00,2.00,67977.00,370396.00,128.00,1932.00,387574.00,110.00,7363.00,0.00,4885.00,28754.00,389257.00,160753.00,0.00,22877.00,25740.00,345.00,9523.00,16485.00,149.00,1322.00,194437.00,510604.00,144233.00,21789.00,19177.00,14620.00,3555.00,36964.00,1.00,0.00,75.00,15925.00,444070.00,0.00,10.00,1218.00,18630.00,105505.00,623139.00,59507.00,5.00,58095.00,3.00,640.00,0.00,0.00,9606.00,18136.00,33668.00,196.00,1464.00,178.00,39567.00,28001.00,1411.00,188411.00,5909.00,22648.00,9826.00,20848.00,5.00,7993.00,134573.00,666.00,15460.00,6369.00,33720.00,5812.00,5.00,1300.00,2207.00,489.00,7891.00,12760.00,31.00,2884.00,39354.00,453.00,23521.00,10427.00,3000.00,679.00,1372.00,37.00,22087.00,2425.00,5.00,0.00,9440.00,9778.00,0.00,56479.00,86.00,1897.00,702.00,96103.00,78.00,1130802.00,70110.00,548.00,227.00,2.00,5475.00,69572.00,0.00,2675.00,20048.00,1407.00,90842.00,0.00,0.00,19107.00,108.00,174313.00,195.00,5458.00,63.00,63273.00,300348.00,194908.00,202547.00,132623.00,0.00,1274.00,8535.00,213042.00,0.00,1754013.00,222196.00,1158.00,4.00,6.00,67.00,1.00,27.00,517.00,1951.00,17615.00,2264.00,136850.00,179661.00,1042.00,2629.00,1216.00,0.00,24240.00,40380.00,4.00,13780.00,26663.00,0.00,71866.00,86656.00,1573.00,5519.00,268.00,618.00,34576.00,286264.00,19700.00,367.00,12942.00,156117.00,1959.00,5746.00,0.00,21.00,406.00,111640.00,81268.00,411.00,0.00,51.00,1345.00,368566.00,836.00,429989.00,2425.00,131716.00,0.00,81699.00,12341.00,94.00,225136.00,7154.00,1.00,0.00,429.00,1364.00,2815.00
154,Albania,,8,B,57616.00,5123.00,1258.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34989.00,,,,,,,,,,,,,,,,,,,,,9851.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.00,,,,,,,2172.00,,,,,,,,,2628.00,,,,,,,,,,,
155,Andorra,,20,C,42082.00,1919.00,611.00,,,,,,,,,640.00,,,61.00,,,,,,,,202.00,,,,,,,,,,,,,,,,,,,,,,,201.00,,,,,,,,,,,,,,,,,105.00,,,,,,,,,,,,,,,3764.00,,,,,,318.00,,,,,,,,,,,,,,,,,,,,,,,,430.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.00,,,,,,229.00,,,,,,,,,,,,,,,,399.00,,11012.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20446.00,,,,,,46.00,75.00,,,,,,,,,,,,,,,,,,988.00,,99.00,,96.00,,,,,,,,,
156,Bosnia and Herzegovina,,70,I R,34803.00,425.00,428.00,,,,,,,,,,,,,189.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11528.00,,,,,,,,,,,,,,,,,,,,,,157.00,,,,,,501.00,,,,,,,,,,,,,,,144.00,,,,,,,,,105.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3968.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.00,161.00,,,,,,,,,,,,9223.00,,,,,3058.00,1770.00,,,,,,,,,,,,,,,,2779.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Croatia,,191,B R,576883.00,14954.00,4985.00,,173.00,56.00,,,,,,200.00,,,1595.00,5148.00,,,,,,94.00,375.00,,,,,32.00,,404874.00,,193.00,,,305.00,,,,,,1004.00,,,,,126.00,446.00,,,45.00,,,,,,,,,,949.00,,,102.00,,,,,247.00,,,,20.00,,,,,39.00,1760.00,,,,,,33774.00,,,147.00,,,,,,,,,,,,1044.00,,67.00,27.00,48.00,82.00,53.00,,55.00,3140.00,,56.00,68.00,67.00,,,,,,27.00,65.00,,,150.00,,26.00,31.00,,,,,,,,,,,,39.00,,,,6181.00,,29.00,,,,,,809.00,,116.00,,,29.00,,,113.00,,,,,,,86.00,75.00,737.00,50.00,,,27.00,114.00,,499.00,1311.00,,,,,,,,,,,,52185.00,,,,,644.00,19587.00,,,203.00,,188.00,,43.00,66.00,,,628.00,3009.00,180.00,,,10055.00,,,,,,,86.00,,,,,758.00,,670.00,,1616.00,,,,,55.00,,,,,46.00,
158,Gibraltar,,292,B,11065.00,1415.00,909.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2072.00,,,,,,,,,,,,,,,,,,,,,,,,,5673.00,,,,,,,,,,,,,
159,Greece,,300,B,1242514.00,,,6331.00,437356.00,1102.00,0.00,4.00,9.00,11.00,29.00,641.00,14287.00,1.00,20224.00,2253.00,507.00,23.00,23.00,9812.00,11.00,1457.00,5124.00,5.00,8.00,8.00,2.00,23.00,,440.00,8.00,2216.00,1.00,,72893.00,79.00,133.00,14.00,22.00,462.00,12611.00,0.00,393.00,19.00,2.00,367.00,3396.00,0.00,,399.00,73.00,1414.00,0.00,38.00,115.00,429.00,352.00,,21607.00,4430.00,34.00,209.00,901.00,39.00,19.00,566.00,84.00,28267.00,50.00,1.00,280.00,129.00,2420.00,1.00,,1.00,771.00,6695.00,0.00,10.00,8.00,50.00,83388.00,114343.00,597.00,5.00,,3.00,2.00,0.00,0.00,30.00,182.00,0.00,11.00,38.00,0.00,50.00,1728.00,54.00,10152.00,443.00,1905.00,3651.00,590.00,5.00,712.00,6303.00,12.00,509.00,813.00,26982.00,454.00,,140.00,548.00,41.00,352.00,2052.00,0.00,31.00,641.00,10.00,545.00,139.00,130.00,,63.00,3.00,29.00,90.00,0.00,,118.00,38.00,,396.00,,45.00,8.00,,78.00,2076.00,65.00,20.00,8.00,,50.00,3746.00,,491.00,160.00,24.00,2857.00,,0.00,517.00,5.00,31295.00,188.00,157.00,4.00,79.00,291.00,8470.00,15664.00,325.00,0.00,1103.00,211.00,10049.00,0.00,46193.00,54192.00,97.00,4.00,2.00,,1.00,7.00,449.00,1.00,7.00,426.00,640.00,4382.00,24.00,175.00,82.00,,863.00,130.00,0.00,742.00,6910.00,,1181.00,889.00,1001.00,1855.00,9.00,22.00,5419.00,3698.00,7044.00,97.00,378.00,2169.00,217.00,14.00,0.00,,18.00,636.00,33489.00,116.00,,11.00,140.00,19457.00,86.00,17679.00,395.00,22839.00,0.00,113.00,8208.00,71.00,1026.00,210.00,1.00,0.00,27.00,239.00,420.00
160,Holy See,(17),336,I,800.00,484.00,316.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Italy,,380,B,5788875.00,,,6568.00,447586.00,22471.00,,130.00,1869.00,,23.00,73183.00,1256.00,,19850.00,16331.00,709.00,93.00,50.00,97036.00,50.00,32383.00,46393.00,24.00,2566.00,,35.00,15698.00,,11106.00,44.00,104207.00,,32.00,57691.00,11657.00,1007.00,6160.00,1322.00,11457.00,25540.00,,238.00,563.00,,12427.00,200434.00,,,39532.00,37.00,3385.00,,1508.00,25555.00,24709.00,33469.00,,650.00,10403.00,125.00,6087.00,3238.00,89.00,337.00,42269.00,88329.00,108490.00,12464.00,121.00,13593.00,1382.00,30401.00,,,44.00,2827.00,134403.00,,,384.00,1515.00,12226.00,220013.00,46548.00,,17405.00,,16.00,,,2135.00,3899.00,782.00,74.00,703.00,178.00,2323.00,12889.00,207.00,136403.00,3159.00,14433.00,3889.00,3629.00,,3883.00,,346.00,8285.00,2991.00,3851.00,3641.00,5.00,543.00,1326.00,260.00,3200.00,7086.00,31.00,2006.00,36222.00,132.00,5646.00,4799.00,2382.00,171.00,613.00,34.00,4177.00,1928.00,5.00,,677.00,9499.00,,8827.00,13.00,1617.00,275.00,2285.00,,425238.00,857.00,441.00,93.00,2.00,1775.00,13034.00,,901.00,1175.00,1060.00,56259.00,,,1981.00,52.00,84792.00,7.00,1021.00,32.00,2636.00,116038.00,143457.00,118641.00,6415.00,,80.00,3931.00,166819.00,,1021613.00,80750.00,778.00,,4.00,22.00,,20.00,68.00,1913.00,74.00,962.00,84815.00,45581.00,978.00,1377.00,567.00,,10996.00,4699.00,4.00,11556.00,5657.00,,31829.00,85093.00,391.00,2914.00,50.00,36.00,6411.00,198170.00,6058.00,186.00,9866.00,73033.00,79.00,5152.00,,21.00,167.00,107671.00,20491.00,206.00,,6.00,967.00,222241.00,370.00,64986.00,1604.00,54226.00,,7500.00,2509.00,23.00,48970.00,5258.00,,,263.00,874.00,881.00
